sedol,citicode,full_description,ismininv_monthly,reg_saver,closed_fund,fund_name,aims,description,company_id,company_name,sector_id,sector_name,unit_type,full_description_with_unit_type,initial_charge,annual_charge,vantage_charge,net_annual_charge,initial_saving,annual_saving,holding_fee,loaded,linksedol_code,restrict_ot,payment_frequency,payment_type,Wealth150,trustee,assumed_growth,assumed_growth2,valuation_point,comment,tracker,yieldreduct,yieldreduct2,launch_price,launch_currency,num_holdings,icvc,sicav,plusfund,standard_amc,standard_ocf,total_expenses,charge_source,valuation_frequency,val_info,lsmininv,yield,kiid,kiid_url,running_yield,historic_yield,distribution_yield,underlying_yield,gross_yield,gross_running_yield,loyalty_bonus,reg_saver_min_inv,lump_sum_min_inv,renewal_commission,initial_commission,fund_size,risk_rating,other_expenses,cost_segment,update_time,ref_date,perf3m,perf6m,perf12m,perf36m,perf60m,perf120m,perf0t12m,perf12t24m,perf24t36m,perf36t48m,perf48t60m,perf3m_reinv,perf6m_reinv,perf12m_reinv,perf36m_reinv,perf60m_reinv,perf120m_reinv,perf0t12m_reinv,perf12t24m_reinv,perf24t36m_reinv,perf36t48m_reinv,perf48t60m_reinv,ter,is_unit_trust,is_oeic,isaable,sippable,unwrapable,launchdate,sales_only,bid_price,offer_price,price_change,percent_change,updated,investment_pathway,is_advanced_investment,yahoo_timestamp,yahoo_symbol
B86PDR2,GLZZ,Jupiter China (Class I),25.0,1,0,Jupiter China (Class I),"The Fund objective is to provide a return, net of fees, higher than that provided by the MSCI China Index over the long term (at least five years).",China (Class I),55,Jupiter,155,China/ Greater China,Income,Jupiter China (Class I) (Inc),0.0,0.99,0.0,0.99,0.0,0.0,0.0,0,,0,Annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,39,0,0,N,0.0,0.99,0.99,N/a,Daily,,100.0,0.82,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=f9f26ba3-7318-40e2-806a-956b1600d4cf&user=hl_website_documents,0.0,0.82,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,68.5,,0.24,2,2026-09-10 06:01:55,0000-00-00,-0.88,-1.38,-7.14,31.5,-0.61,,-7.14,67.37,-15.39,-11.95,-14.15,,,,,,,,,,,,0.99,1,0,1,1,1,2006-10-20 00:00:00,,107.13,107.13,-1.28,-1.18,2026-09-10,N,N,1789207602,0P0000X9VJ.L
B743QD8,FER7,Jupiter Corporate Bond (Class I),25.0,1,0,Jupiter Corporate Bond (Class I),"The Fund objective is to provide income with the prospect of capital growth, in order to achieve a return, net of fees, higher than the IA £ Corporate Bond Sector average over the long term (at least five years).",Corporate Bond (Class I),55,Jupiter,150,GBP Corporate Bond,Accumulation,Jupiter Corporate Bond (Class I) (Acc),0.0,0.49,0.0,0.49,0.0,0.0,0.0,0,,0,Quarterly,Interest,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,146,0,0,,0.0,0.49,0.49,N/a,Daily,,100.0,5.17,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=5368e5be-0dac-4098-83fc-2b67b7210dcb&user=hl_website_documents,0.0,0.0,5.17,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,268.2,,0.24,3,2026-09-10 06:01:53,0000-00-00,-0.56,-0.05,1.29,18.93,-3.85,,1.29,2.31,14.77,-1.26,-18.12,,,,,,,,,,,,0.49,1,0,1,1,1,1998-05-06 00:00:00,N,75.92999999999999,75.92999999999999,-0.33,-0.43,2026-09-10,N,N,1789207604,0P0000X1GH.L
B743QK5,0VNF,Jupiter Corporate Bond (Class I),25.0,1,0,Jupiter Corporate Bond (Class I),"The Fund objective is to provide income with the prospect of capital growth, in order to achieve a return, net of fees, higher than the IA £ Corporate Bond Sector average over the long term (at least five years).",Corporate Bond (Class I),55,Jupiter,150,GBP Corporate Bond,Income,Jupiter Corporate Bond (Class I) (Inc),0.0,0.49,0.0,0.49,0.0,0.0,0.0,0,,0,Quarterly,Interest,0,104,0.0,4.25,12:00,,0,0.0,3.65,0.5,GBP,141,0,0,N,0.0,0.49,0.49,N/a,Daily,,100.0,5.17,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=37df83f3-3350-4e93-a334-846bebcf9fdc&user=hl_website_documents,0.0,0.0,5.17,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,281.7,,0.24,3,2026-09-10 06:01:36,0000-00-00,-0.55,-0.03,1.3,18.96,-3.83,,1.3,2.31,14.78,-1.27,-18.11,,,,,,,,,,,,0.49,1,0,1,1,1,1998-05-06 00:00:00,,50.06,50.06,-0.22,-0.44,2026-09-10,N,N,1789207606,0P0000X1GI.L
B8YQRT7,IB9R,Jupiter Dynamic Bond (Class D),25.0,1,0,Jupiter Dynamic Bond (Class D),The objective of the Fund is to achieve a high income with the prospect of capital growth from a portfolio of investments in global fixed interest securities.,Dynamic Bond (Class D),55,Jupiter,71,Offshore,Accumulation,Jupiter Dynamic Bond (Class D) (Acc),3.0,0.69,0.0,0.69,3.0,0.0,0.0,0,,0,Quarterly,Dividend,0,50,0.0,0.0,12:00,,0,0.0,0.0,10.0,EUR,303,0,1,,0.0,0.69,0.69,Income,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=51edd66b-f68c-46a0-890d-594161a6bc2e&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,3321.0,,0.19,1,2026-09-10 06:01:59,0000-00-00,1.05,1.99,4.83,19.83,3.7,,4.83,2.65,11.35,-0.08,-13.39,,,,,,,,,,,,0.69,0,0,1,1,1,2012-05-08 00:00:00,N,1537.0,1537.0,-4.0,-0.26,2026-09-10,N,N,1789207608,0P0000YFF8.L
B98VV15,IB9U,Jupiter Dynamic Bond (Class D),25.0,1,0,Jupiter Dynamic Bond (Class D),The objective of the Fund is to achieve a high income with the prospect of capital growth from a portfolio of investments in global fixed interest securities.,Dynamic Bond (Class D),55,Jupiter,71,Offshore,Income,Jupiter Dynamic Bond (Class D) (Inc),3.0,0.69,0.0,0.69,3.0,0.0,0.0,0,,0,Quarterly,Dividend,0,50,0.0,0.0,12:00,,0,0.0,0.0,10.0,EUR,303,0,1,,0.0,0.69,0.69,Income,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=2249cd2b-78d3-4365-a539-6d0fa6ab09d8&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,3321.0,,0.19,1,2026-09-10 06:01:59,0000-00-00,1.06,2.02,4.87,19.89,3.76,,4.87,2.6,11.42,-0.06,-13.41,,,,,,,,,,,,0.69,0,0,1,1,1,2012-05-08 00:00:00,N,839.0,839.0,-2.0,-0.24,2026-09-10,N,N,1789207609,0P0000YFFB.L
B4KLC26,FER8,Jupiter Ecology (Class I),25.0,1,0,Jupiter Ecology (Class I),"The Fund objective is to provide capital growth with the prospect of income, over the long term (at least five years) by investing in companies whose core products and services address global sustainability challenges.",Ecology (Class I),55,Jupiter,109,Global,Accumulation,Jupiter Ecology (Class I) (Acc),0.0,0.78,0.0,0.78,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,42,0,0,N,0.0,0.78,0.78,N/a,Daily,,100.0,0.45,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=5718ffed-7352-47a9-a1fb-6ef1596f75c4&user=hl_website_documents,0.0,0.45,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,715.9,,0.03,2,2026-09-10 06:01:53,0000-00-00,-2.27,6.78,6.24,30.54,22.37,,6.24,7.12,14.71,-1.76,-4.58,,,,,,,,,,,,0.78,1,0,1,1,1,1988-04-01 00:00:00,,808.7199999999999,808.7199999999999,-6.76,-0.83,2026-09-10,N,N,1789207611,0P0000K9EN.L
B7W6PR6,GM00,Jupiter Ecology (Class I),25.0,1,0,Jupiter Ecology (Class I),"The Fund objective is to provide capital growth with the prospect of income, over the long term (at least five years) by investing in companies whose core products and services address global sustainability challenges.",Ecology (Class I),55,Jupiter,109,Global,Income,Jupiter Ecology (Class I) (Inc),0.0,0.78,0.0,0.78,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,42,0,0,N,0.0,0.78,0.78,N/a,Daily,,100.0,0.45,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=473dd596-4ea3-433f-8919-765b0739f2f2&user=hl_website_documents,0.0,0.45,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,715.9,,0.03,2,2026-09-10 06:01:55,0000-00-00,-2.26,6.78,6.24,30.54,22.37,,6.24,7.12,14.71,-1.76,-4.59,,,,,,,,,,,,0.78,1,0,1,1,1,1988-04-01 00:00:00,,747.31,747.31,-6.25,-0.83,2026-09-10,N,N,1789207614,0P0000X9VK.L
B4NVSH0,09QB,Jupiter European (Class I),25.0,1,0,Jupiter European (Class I),"The Fund objective is to provide a return, net of fees, higher than that provided by the FTSE World Europe Ex UK Index over the long term (at least five years).",European (Class I),55,Jupiter,111,Europe Excluding UK,Income,Jupiter European (Class I) (Inc),0.0,0.99,0.5,0.99,0.0,0.0,2.0,0,,0,Annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,42,0,0,N,0.0,0.99,0.99,N/a,Daily,,100.0,1.27,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=55780b19-c3c6-4c8f-a6cb-11eacc34ae59&user=hl_website_documents,0.0,1.27,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,2637.0,,0.24,5,2026-09-10 06:01:36,0000-00-00,0.32,12.51,23.78,39.55,26.26,,23.78,5.36,7.01,9.12,-17.09,,,,,,,,,,,,0.99,1,0,1,1,1,1987-08-03 00:00:00,,4054.49,4054.49,18.98,0.47,2026-09-10,N,N,1789207616,0P0000U20C.L
B5STJW8,09QA,Jupiter European (Class I),25.0,1,0,Jupiter European (Class I),"The Fund objective is to provide a return, net of fees, higher than that provided by the FTSE World Europe Ex UK Index over the long term (at least five years).",European (Class I),55,Jupiter,111,Europe Excluding UK,Accumulation,Jupiter European (Class I) (Acc),0.0,0.99,0.5,0.99,0.0,0.0,2.0,0,,0,Annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,42,0,0,N,0.0,0.99,0.99,N/a,Daily,,100.0,1.27,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=d358c880-4e6e-418d-bbd9-a2b37afa5a54&user=hl_website_documents,0.0,1.27,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,2637.0,,0.24,5,2026-09-10 06:01:36,0000-00-00,0.32,12.5,23.78,39.54,26.25,,23.78,5.35,7.01,9.12,-17.09,,,,,,,,,,,,0.99,1,0,1,1,1,1987-08-03 00:00:00,,4509.259999999999,4509.259999999999,21.11,0.47,2026-09-10,N,N,1789207618,0P0000U20D.L
B60WTT9,09QC,Jupiter European Special Situations (Class I),25.0,1,0,Jupiter European Special Situations (Class I),"The Fund objective is to provide a return, net of fees, higher than that provided by the FTSE World Europe Ex UK Index over the long term (at least five years).",European Special Situations (Class I),55,Jupiter,111,Europe Excluding UK,Accumulation,Jupiter European Special Situations (Class I) (Acc),0.0,0.99,0.0,0.99,0.0,0.0,0.0,0,,0,Annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,42,0,0,N,0.0,0.99,0.99,N/a,Daily,,100.0,1.37,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=84d34677-e60e-436a-8750-74b4bbc5a90a&user=hl_website_documents,0.0,1.37,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,201.7,,0.24,5,2026-09-10 06:01:36,0000-00-00,0.29,12.52,23.6,33.95,11.35,,23.6,1.97,6.28,6.56,-21.99,,,,,,,,,,,,0.99,1,0,1,1,1,1999-03-01 00:00:00,,660.02,660.02,2.98,0.45,2026-09-10,N,N,1789207619,0P0000U20H.L
BQ1KNZ6,KQ8C,Jupiter European Special Situations (Class I),25.0,1,0,Jupiter European Special Situations (Class I),"The Fund objective is to provide a return, net of fees, higher than that provided by the FTSE World Europe Ex UK Index over the long term (at least five years).",European Special Situations (Class I),55,Jupiter,111,Europe Excluding UK,Income,Jupiter European Special Situations (Class I) (Inc),0.0,0.99,0.0,0.99,0.0,0.0,0.0,0,,0,Annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,42,0,0,N,0.0,0.99,0.99,N/a,Daily,,100.0,1.37,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=c1e2d296-2ef4-4b8d-b382-9de4575afe59&user=hl_website_documents,0.0,1.37,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,201.7,,0.24,5,2026-09-10 06:02:02,0000-00-00,0.29,12.51,23.59,33.96,11.35,,23.59,1.98,6.28,6.56,-21.99,,,,,,,,,,,,0.99,1,0,1,1,1,1999-03-01 00:00:00,,599.96,599.96,2.71,0.45,2026-09-10,N,N,1789207621,0P00015NZS.L
B5LG465,09PR,Jupiter Financial Opportunities (Class I),25.0,1,0,Jupiter Financial Opportunities (Class I),The Fund objective is to provide capital growth over the long term (at least five years).,Financial Opportunities (Class I),55,Jupiter,129,Specialist,Accumulation,Jupiter Financial Opportunities (Class I) (Acc),0.0,0.99,0.0,0.99,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,62,0,0,N,0.0,0.99,0.99,N/a,Daily,,100.0,1.7,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=54fe08a0-ec4b-45ec-9e14-15d160133714&user=hl_website_documents,0.0,1.7,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,551.5,,0.24,3,2026-09-10 06:01:36,0000-00-00,9.26,20.76,23.07,99.31,61.24,,23.07,32.85,21.91,0.7,-19.66,,,,,,,,,,,,0.99,1,0,1,1,1,1997-06-02 00:00:00,,1638.2,1638.2,14.24,0.88,2026-09-10,N,N,1789207623,0P0000U20G.L
B8JYV94,GM0A,Jupiter Financial Opportunities (Class I),25.0,1,0,Jupiter Financial Opportunities (Class I),The Fund objective is to provide capital growth over the long term (at least five years).,Financial Opportunities (Class I),55,Jupiter,129,Specialist,Income,Jupiter Financial Opportunities (Class I) (Inc),0.0,0.99,0.0,0.99,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,62,0,0,N,0.0,0.99,0.99,N/a,Daily,,100.0,1.7,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=ab9a263e-244b-41c5-9369-bb53f83dd731&user=hl_website_documents,0.0,1.7,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,551.5,,0.24,3,2026-09-10 06:01:55,0000-00-00,9.23,20.76,23.07,99.3,61.21,,23.07,32.84,21.9,0.68,-19.66,,,,,,,,,,,,0.99,1,0,1,1,1,1997-06-02 00:00:00,,1404.76,1404.76,12.22,0.88,2026-09-10,N,N,1789207625,0P0000X9VL.L
B6R1VR1,09QP,Jupiter Fund of Investment Trusts (Class I),25.0,1,0,Jupiter Fund of Investment Trusts (Class I),The Fund objective is to provide capital growth over the long term (at least five years).,Fund of Investment Trusts (Class I),55,Jupiter,109,Global,Accumulation,Jupiter Fund of Investment Trusts (Class I) (Acc),0.0,1.94,0.0,1.94,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,53,0,0,N,0.0,1.94,1.94,N/a,Daily,,100.0,0.85,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=2289db94-f707-4166-b22c-398298f58922&user=hl_website_documents,0.0,0.85,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,107.0,,1.19,5,2026-09-10 06:01:36,0000-00-00,3.5,11.71,18.03,48.69,11.27,,18.03,11.28,13.21,-6.82,-19.69,,,,,,,,,,,,1.94,1,0,1,1,1,1996-12-09 00:00:00,,460.2000000000001,460.2000000000001,-1.39,-0.3,2026-09-10,N,N,1789207627,0P0000U20T.L
B8JWSG4,GM0F,Jupiter Fund of Investment Trusts (Class I),25.0,1,0,Jupiter Fund of Investment Trusts (Class I),The Fund objective is to provide capital growth over the long term (at least five years).,Fund of Investment Trusts (Class I),55,Jupiter,109,Global,Income,Jupiter Fund of Investment Trusts (Class I) (Inc),0.0,1.94,0.0,1.94,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,53,0,0,N,0.0,1.94,1.94,N/a,Daily,,100.0,0.85,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=bb9720d1-b784-44bd-a4eb-bb2180e78c18&user=hl_website_documents,0.0,0.85,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,107.0,,1.19,5,2026-09-10 06:01:55,0000-00-00,3.5,11.71,18.03,48.68,11.25,,18.03,11.28,13.21,-6.83,-19.69,,,,,,,,,,,,1.94,1,0,1,1,1,1996-12-09 00:00:00,,412.82,412.82,-1.24,-0.3,2026-09-10,N,N,1789207629,0P00013LBZ.L
B4PF591,L9S8,Jupiter Global Emerging Markets (Class I),25.0,1,0,Jupiter Global Emerging Markets (Class I),"The Fund objective is to provide a return, net of fees, higher than that provided by the MSCI Emerging Markets Index over the long term (at least five years).",Global Emerging Markets (Class I),55,Jupiter,112,Global Emerging Markets,Accumulation,Jupiter Global Emerging Markets (Class I) (Acc),0.0,0.99,0.0,0.99,0.0,0.0,0.0,0,,0,Annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,110,0,0,N,0.0,0.99,0.99,N/a,Daily,,100.0,0.57,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=6f826d9e-2d79-4cac-afde-d76dd5edc99a&user=hl_website_documents,0.0,0.57,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,26.9,,0.24,3,2026-09-10 06:02:03,0000-00-00,-1.09,21.38,41.76,78.46,55.91,,41.76,16.82,7.76,-3.42,-9.55,,,,,,,,,,,,0.99,1,0,1,1,1,2010-11-01 00:00:00,,123.94,123.94,-0.68,-0.55,2026-09-10,N,N,1789207631,0P0000Q6D8.L
B6QGZ08,09QD,Jupiter Global Emerging Markets (Class I),25.0,1,0,Jupiter Global Emerging Markets (Class I),"The Fund objective is to provide a return, net of fees, higher than that provided by the MSCI Emerging Markets Index over the long term (at least five years).",Global Emerging Markets (Class I),55,Jupiter,112,Global Emerging Markets,Income,Jupiter Global Emerging Markets (Class I) (Inc),0.0,0.99,0.0,0.99,0.0,0.0,0.0,0,,0,Annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,110,0,0,N,0.0,0.99,0.99,N/a,Daily,,100.0,0.57,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=87b7dd14-67fa-4dfd-840d-bcb564507ec7&user=hl_website_documents,0.0,0.57,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,26.9,,0.24,3,2026-09-10 06:01:36,0000-00-00,-1.09,21.37,41.76,78.45,55.88,,41.76,16.82,7.75,-3.43,-9.54,,,,,,,,,,,,0.99,1,0,1,1,1,2010-11-01 00:00:00,,105.12,105.12,-0.58,-0.55,2026-09-10,N,N,1789207633,0P0000U20J.L
BMXDRP3,W24Y,Jupiter Global Eq Growth Unconstrained (Class D),25.0,1,0,Jupiter Global Eq Growth Unconstrained (Class D),The Fund's objective is to achieve long term capital growth through investment in shares and share related securities of innovative companies based anywhere in the world.,Global Eq Growth Unconstrained (Class D),55,Jupiter,109,Global,Accumulation,Jupiter Global Eq Growth Unconstrained (Class D) (Acc),5.0,0.95,0.0,0.95,5.0,0.0,0.0,0,,0,Annually,Dividend,0,0,0.0,0.0,12:00,,0,0.0,0.0,0.0,USD,62,0,1,,0.0,0.95,0.95,Income,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=15e8ff6e-4486-47b8-b5a0-d1f12130a1a3&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,593.7,,0.2,4,2026-09-10 06:02:24,0000-00-00,0.49,14.93,10.12,54.46,35.16,,10.12,19.74,17.14,0.2,-12.66,,,,,,,,,,,,0.95,0,0,1,1,1,0000-00-00 00:00:00,N,14713.999999999998,14713.999999999998,-123.0,-0.83,2026-09-10,N,N,1789207635,0P0001ME7B.L
B58D9P3,09QG,Jupiter Global Financial Innovation Fund (Class I),25.0,1,0,Jupiter Jupiter Global Financial Innovation Fund (Class I),"To achieve long term capital growth principally through investment in equities and equity related securities of financial sector companies on an international basis, but with the power to invest in other asset types when the Manager considers it appropriate for market conditions.",Jupiter Global Financial Innovation Fund (Class I),55,Jupiter,129,Specialist,Accumulation,Jupiter Global Financial Innovation Fund (Class I) (Acc),0.0,1.02,0.0,1.02,0.0,0.0,0.0,0,,0,Annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,83,0,0,N,0.0,1.02,1.02,N/a,Daily,,100.0,1.06,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=d1df609d-0d83-424f-bf12-abb5be443cf3&user=hl_website_documents,0.0,1.06,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,71.7,,0.27,4,2026-09-10 06:01:36,0000-00-00,5.7,29.33,31.99,145.74,56.79,,31.99,51.73,22.71,-3.91,-33.6,,,,,,,,,,,,1.02,1,0,1,1,1,2009-12-14 00:00:00,,259.32,259.32,2.32,0.9,2026-09-10,N,N,1789207636,0P0000U20Q.L
BK6H598,QN8A,Jupiter Global High Yield Bond (Class I Hedged),25.0,1,0,Jupiter Global High Yield Bond (Class I Hedged),The objective of the Fund is to achieve income and capital growth over the medium to long term by investing in a portfolio of a global high yield bonds.,Global High Yield Bond (Class I Hedged),55,Jupiter,106,Global Bonds,Accumulation,Jupiter Global High Yield Bond (Class I Hedged) (Acc),0.0,0.69,0.0,0.69,0.0,0.0,0.0,0,,0,Annually,Dividend,0,0,0.0,0.0,12:00,,0,0.0,0.0,100.0,EUR,184,0,1,,0.0,0.69,0.69,N/a,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=3babc36d-f673-45ac-b147-b4618c41ea8b&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,366.8,,0.04,4,2026-09-10 06:02:17,0000-00-00,1.53,4.03,6.03,30.03,,,6.03,7.05,14.55,8.63,,,,,,,,,,,,,0.69,0,0,1,1,1,2019-08-14 00:00:00,N,12940.0,12940.0,-16.0,-0.12,2026-09-10,N,N,1789207638,0P0001M1NO.L
BK6H5D2,QN8B,Jupiter Global High Yield Bond (Class I Hedged),25.0,1,0,Jupiter Global High Yield Bond (Class I Hedged),The objective of the Fund is to achieve income and capital growth over the medium to long term by investing in a portfolio of a global high yield bonds.,Global High Yield Bond (Class I Hedged),55,Jupiter,106,Global Bonds,Income,Jupiter Global High Yield Bond (Class I Hedged) (Inc),0.0,0.69,0.0,0.69,0.0,0.0,0.0,0,,0,Annually,Dividend,0,0,0.0,0.0,12:00,,0,0.0,0.0,100.0,EUR,184,0,1,,0.0,0.69,0.69,N/a,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=ba705c14-7e61-4073-88ad-9fe957cfd10b&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,366.8,,0.04,4,2026-09-10 06:02:17,0000-00-00,1.53,4.0,6.01,29.7,,,6.01,6.81,14.54,8.7,,,,,,,,,,,,,0.69,0,0,1,1,1,2019-08-14 00:00:00,N,9465.0,9465.0,-12.0,-0.13,2026-09-10,N,N,1789207641,0P0001M1NP.L
BFWVP66,OPTL,Jupiter Global Leaders (Class T),25.0,1,0,Jupiter Global Leaders (Class T),"The Fund objective is to provide a return, net of fees, that is higher than that provided by the MSCI AC World Index over the long term (at least five years).",Global Leaders (Class T),55,Jupiter,109,Global,Income,Jupiter Global Leaders (Class T) (Inc),0.0,0.71,0.0,0.71,0.0,0.0,0.0,0,,0,Annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,36,0,0,,0.0,0.71,0.71,N/a,Daily,,100.0,0.95,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=b9ff7f40-eef3-409e-9489-9d8a37c8d69a&user=hl_website_documents,0.0,0.95,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,337.6,,0.16,2,2026-09-10 06:02:10,0000-00-00,4.4,9.34,8.02,18.39,5.65,,8.02,-1.2,10.93,-3.28,-7.73,,,,,,,,,,,,0.71,1,0,1,1,1,2018-04-09 00:00:00,N,92.08,92.08,-0.3,-0.33,2026-09-10,N,N,1789207643,0P0001CWVA.L
BFWVP88,OPTK,Jupiter Global Leaders (Class T),25.0,1,0,Jupiter Global Leaders (Class T),"The Fund objective is to provide a return, net of fees, that is higher than that provided by the MSCI AC World Index over the long term (at least five years).",Global Leaders (Class T),55,Jupiter,109,Global,Accumulation,Jupiter Global Leaders (Class T) (Acc),0.0,0.71,0.0,0.71,0.0,0.0,0.0,0,,0,Annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,36,0,0,,0.0,0.71,0.71,N/a,Daily,,100.0,0.95,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=25d04466-ddcd-4a76-b290-5b72f9ff210b&user=hl_website_documents,0.0,0.95,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,337.6,,0.16,2,2026-09-10 06:02:10,0000-00-00,4.39,9.36,8.04,18.39,5.66,,8.04,-1.22,10.93,-3.28,-7.73,,,,,,,,,,,,0.71,1,0,1,1,1,2018-04-09 00:00:00,N,97.15,97.15,-0.32,-0.33,2026-09-10,N,N,1789207644,0P0001CWVB.L
