sedol,citicode,full_description,ismininv_monthly,reg_saver,closed_fund,fund_name,aims,description,company_id,company_name,sector_id,sector_name,unit_type,full_description_with_unit_type,initial_charge,annual_charge,vantage_charge,net_annual_charge,initial_saving,annual_saving,holding_fee,loaded,linksedol_code,restrict_ot,payment_frequency,payment_type,Wealth150,trustee,assumed_growth,assumed_growth2,valuation_point,comment,tracker,yieldreduct,yieldreduct2,launch_price,launch_currency,num_holdings,icvc,sicav,plusfund,standard_amc,standard_ocf,total_expenses,charge_source,valuation_frequency,val_info,lsmininv,yield,kiid,kiid_url,running_yield,historic_yield,distribution_yield,underlying_yield,gross_yield,gross_running_yield,loyalty_bonus,reg_saver_min_inv,lump_sum_min_inv,renewal_commission,initial_commission,fund_size,risk_rating,other_expenses,cost_segment,update_time,ref_date,perf3m,perf6m,perf12m,perf36m,perf60m,perf120m,perf0t12m,perf12t24m,perf24t36m,perf36t48m,perf48t60m,perf3m_reinv,perf6m_reinv,perf12m_reinv,perf36m_reinv,perf60m_reinv,perf120m_reinv,perf0t12m_reinv,perf12t24m_reinv,perf24t36m_reinv,perf36t48m_reinv,perf48t60m_reinv,ter,is_unit_trust,is_oeic,isaable,sippable,unwrapable,launchdate,sales_only,bid_price,offer_price,price_change,percent_change,updated,investment_pathway,is_advanced_investment,yahoo_timestamp,yahoo_symbol
B1XG8G3,A3G6,Jupiter Global Macro Bond (Class I),25.0,1,0,Jupiter Global Macro Bond (Class I),"To seek to achieve income and capital growth by delivering a return, net of fees, greater than that of the Bloomberg Barclays Global Aggregate Index (GBP hedged) over rolling 3 year periods. The fund primarily invests (at least 70%) in a diversified portfolio of global fixed, variable and zero rate debt securities, including government and corporate bonds.",Global Macro Bond (Class I),55,Jupiter,152,GBP Strategic Bond,Accumulation,Jupiter Global Macro Bond (Class I) (Acc),0.0,0.65,0.0,0.6,0.0,0.05,0.0,0,,0,Quarterly,Interest,0,94,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,243,0,0,N,0.0,0.65,0.65,N/a,Daily,,100.0,4.37,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=078059c4-8616-4cf8-8529-ea41f11ae0e3&user=hl_website_documents,0.0,0.0,4.37,0.0,0.0,0.0,0.05,25.0,100.0,0.05,0.0,454.9,,0.15,3,2026-09-10 06:01:37,0000-00-00,1.5,1.59,2.58,13.18,13.92,,2.58,3.35,6.76,0.06,0.6,,,,,,,,,,,,0.65,0,1,1,1,1,1991-11-26 00:00:00,,161.98,161.98,-0.37,-0.23,2026-09-10,N,N,1789207646,0P0000PP47.L
B1XG8J6,A3G9,Jupiter Global Macro Bond (Class I),25.0,1,0,Jupiter Global Macro Bond (Class I),"To seek to achieve income and capital growth by delivering a return, net of fees, greater than that of the Bloomberg Barclays Global Aggregate Index (GBP hedged) over rolling 3 year periods. The fund primarily invests (at least 70%) in a diversified portfolio of global fixed, variable and zero rate debt securities, including government and corporate bonds.",Global Macro Bond (Class I),55,Jupiter,152,GBP Strategic Bond,Income,Jupiter Global Macro Bond (Class I) (Inc),0.0,0.65,0.0,0.6,0.0,0.05,0.0,0,,0,Quarterly,Interest,0,94,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,243,0,0,N,0.0,0.65,0.65,N/a,Daily,,100.0,4.37,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=28c16e85-768e-44b7-b9ea-92aef8def5b6&user=hl_website_documents,0.0,0.0,4.37,0.0,0.0,0.0,0.05,25.0,100.0,0.05,0.0,454.9,,0.15,3,2026-09-10 06:01:37,0000-00-00,1.5,1.6,2.59,13.18,13.95,,2.59,3.35,6.75,0.05,0.63,,,,,,,,,,,,0.65,0,1,1,1,1,1991-11-26 00:00:00,,113.17,113.17,-0.26,-0.23,2026-09-10,N,N,1789207648,0P0000PP48.L
B582QF9,0XMV,Jupiter Global Value (Class I),25.0,1,0,Jupiter Global Value (Class I),The objective of the Fund is to achieve long term total return principally through investment in equities on an international basis.,Global Value (Class I),55,Jupiter,48,Unclassified,Accumulation,Jupiter Global Value (Class I) (Acc),0.0,0.93,0.0,0.93,0.0,0.0,0.0,0,,0,Annually,Dividend,0,0,0.0,0.0,12:00,,0,0.0,0.0,10.0,USD,113,0,1,,0.0,0.93,0.93,N/a,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=c170c741-4807-4baa-9c48-c4a5908d2437&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,654.5,,0.18,6,2026-09-10 06:01:36,0000-00-00,8.41,7.07,15.53,45.15,71.25,,15.53,20.75,4.04,8.52,8.72,,,,,,,,,,,,0.93,0,0,1,1,1,2009-09-11 00:00:00,N,2495.0,2495.0,-19.0,-0.76,2026-09-10,N,N,1789207650,0P0000WMON.L
BQ0LH47,AWM0A,Jupiter Global Value (Class I),25.0,1,0,Jupiter Global Value (Class I),The objective of the Fund is to achieve long term total return principally through investment in equities on an international basis.,Global Value (Class I),55,Jupiter,48,Unclassified,Income,Jupiter Global Value (Class I) (Inc),0.0,0.93,0.0,0.93,0.0,0.0,0.0,0,,0,Annually,Dividend,0,0,0.0,0.0,12:00,,0,0.0,0.0,10.0,USD,113,0,1,,0.0,0.93,0.93,N/a,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=13bfa15b-5e95-4794-94e9-227df306ca87&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,654.5,,0.18,6,2026-09-10 06:01:40,0000-00-00,8.37,7.01,15.51,45.64,,,15.51,21.2,4.03,,,,,,,,,,,,,,0.93,0,0,1,1,1,2009-09-11 00:00:00,N,13941.0,13941.0,-106.0,-0.76,2026-09-10,N,N,,
BF5DRJ6,OPTQ,Jupiter Global Value Equity (Class X),25.0,1,0,Jupiter Global Value Equity (Class X),"The Fund objective is to provide a return, net of fees, higher than that provided by the MSCI AC World Index over the long term (at least five years).",Global Value Equity (Class X),55,Jupiter,109,Global,Accumulation,Jupiter Global Value Equity (Class X) (Acc),0.0,1.69,0.0,0.54,0.0,1.15,0.0,0,BF5DRF2,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,101,0,0,,0.0,1.69,0.54,N/a,Daily,,100.0,2.59,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=1496d17c-d42b-458e-8d6f-1903829abbba&user=hl_website_documents,0.0,2.59,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,636.2,5.0,-0.11,1,2026-09-10 06:02:10,0000-00-00,8.17,8.29,18.53,43.47,68.82,,18.53,17.72,2.82,9.03,7.92,,,,,,,,,,,,0.54,1,0,1,1,1,2018-03-27 00:00:00,,102.58,102.58,-0.79,-0.76,2026-09-10,N,N,1789207654,0P0001CWV4.L
BF5DS48,OPTR,Jupiter Global Value Equity (Class X),25.0,1,0,Jupiter Global Value Equity (Class X),"The Fund objective is to provide a return, net of fees, higher than that provided by the MSCI AC World Index over the long term (at least five years).",Global Value Equity (Class X),55,Jupiter,109,Global,Income,Jupiter Global Value Equity (Class X) (Inc),0.0,1.69,0.0,0.54,0.0,1.15,0.0,0,BF5DR63,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,101,0,0,,0.0,1.69,0.54,N/a,Daily,,100.0,2.59,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=3cf7a905-8a37-4614-926d-a1ea5baf5e2f&user=hl_website_documents,0.0,2.59,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,636.2,5.0,-0.11,1,2026-09-10 06:02:10,0000-00-00,8.18,8.28,18.52,43.44,68.83,,18.52,17.72,2.81,9.05,7.93,,,,,,,,,,,,0.54,1,0,1,1,1,2018-03-27 00:00:00,,83.06,83.06,-0.64,-0.77,2026-09-10,N,N,1789207656,0P0001CWV3.L
BYVJRH9,MZ4O,Jupiter Gold and Silver (I GBP),25.0,1,0,Jupiter Gold and Silver (I GBP),The investment objective of the Fund is to achieve total return comprised of capital growth and income by investing predominantly in listed shares (i.e. equities) of companies with exposure to gold and silver metals.,Gold and Silver (I GBP),55,Jupiter,129,Specialist,Accumulation,Jupiter Gold and Silver (I GBP) (Acc),0.0,1.62,0.0,0.87,0.0,0.75,0.0,0,BYVJRB3,0,N/a,No income,0,6,0.0,0.0,12:00,,0,0.0,0.0,10.0,USD,82,1,0,,0.0,1.62,0.87,Income,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=cde4cf5b-0004-4110-9b4b-f028bb3e18d8&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,2609.4,,0.12,2,2026-09-10 06:02:06,0000-00-00,21.77,-6.43,54.38,275.85,228.58,,54.38,105.31,18.58,-1.21,-11.5,,,,,,,,,,,,0.87,0,0,1,1,1,2016-03-08 00:00:00,,5934.08,5934.08,-27.26,-0.46,2026-09-10,N,N,1789207659,0P00017J9E.L
BD08NQ1,NCNN,Jupiter India (Class X),25.0,1,0,Jupiter India (Class X),"The Fund objective is to provide a return, net of fees, higher than that provided by the MSCI India Index over the long term (at least five years).",India (Class X),55,Jupiter,129,Specialist,Accumulation,Jupiter India (Class X) (Acc),0.0,1.0,0.0,0.7,0.0,0.3,0.0,0,B4TZHH9,0,Annually,Dividend,1,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,87,0,0,,0.0,1.0,0.7,N/a,Daily,,100.0,0.88,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=971328d8-7e81-4458-bdff-c7b95a51d81e&user=hl_website_documents,0.0,0.88,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,1345.8,6.0,0.05,1,2026-09-10 06:02:07,0000-00-00,0.29,-1.13,-8.79,24.81,63.47,,-8.79,-3.94,42.46,13.35,15.54,,,,,,,,,,,,0.7,1,0,1,1,1,2008-02-01 00:00:00,,241.31,241.31,-0.57,-0.24,2026-09-10,N,N,1789207661,0P00018LFD.L
BBPLTQ3,JEXA,Jupiter India Select (Class D GBP),25.0,1,0,Jupiter India Select (Class D GBP),"The Fund objective is to achieve long term capital growth through investment primarily in India and selected opportunities in Pakistan, Bangladesh, Sri Lanka, Bhutan, Nepal and the Maldives.",India Select (Class D GBP),55,Jupiter,999,,Accumulation,Jupiter India Select (Class D GBP) (Acc),5.0,0.95,0.0,0.95,5.0,0.0,0.0,0,,0,Annually,Dividend,0,0,0.0,0.0,16:00,,0,0.0,0.0,10.0,USD,89,0,1,,0.0,0.95,0.95,N/a,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=1e3f6f61-e549-48da-b838-47fb54edcd3d&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,842.1,,0.2,6,2026-09-10 06:02:00,0000-00-00,-0.24,-1.48,-8.97,23.53,63.62,,-8.97,-4.39,41.95,14.06,16.13,,,,,,,,,,,,0.95,0,0,1,1,1,2008-05-02 00:00:00,N,1660.0000000000002,1660.0000000000002,-4.0,-0.24,2026-09-10,N,N,1789207663,0P0001A4DZ.L
B2961G5,A0NM,Jupiter India Select (Class L EUR),25.0,1,0,Jupiter India Select (Class L EUR),"The Fund objective is to achieve long term capital growth through investment primarily in India and selected opportunities in Pakistan, Bangladesh, Sri Lanka, Bhutan, Nepal and the Maldives.",India Select (Class L EUR),55,Jupiter,129,Specialist,Accumulation,Jupiter India Select (Class L EUR) (Acc),5.0,1.97,0.0,1.97,5.0,0.0,0.0,0,,0,Annually,Dividend,0,50,0.0,0.0,12:00,,0,0.0,0.0,10.0,USD,89,0,1,,0.0,1.97,1.97,Income,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=54d55744-99b7-4c84-83d2-1c065c010bdd&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,842.1,,0.22,5,2026-09-10 06:01:37,0000-00-00,-0.47,-1.96,-9.98,19.69,55.98,,-9.98,-5.29,40.39,13.03,15.29,,,,,,,,,,,,1.97,0,0,1,1,1,2008-05-02 00:00:00,N,30.61,30.61,-0.07,-0.23,2026-09-10,N,N,1789207666,0P0000TEYN.F
B5TGB44,09QS,Jupiter Japan Income (Class I),25.0,1,0,Jupiter Japan Income (Class I),"The Fund objective is to provide income together with the prospect of capital growth in order to provide a return, net of fees, higher than that provided by the TOPIX Index over the long term (at least five years).",Japan Income (Class I),55,Jupiter,113,Japan,Accumulation,Jupiter Japan Income (Class I) (Acc),0.0,0.98,0.0,0.98,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,43,0,0,N,0.0,0.98,0.98,N/a,Daily,,100.0,1.86,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=169fb485-b8db-4f12-9c67-f89b60524497&user=hl_website_documents,0.0,1.86,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,1116.7,,0.23,4,2026-09-10 06:01:36,0000-00-00,6.92,19.63,25.93,61.24,49.45,,25.93,15.51,10.85,5.74,-12.35,,,,,,,,,,,,0.98,1,0,1,1,1,2005-09-15 00:00:00,,251.99,251.99,1.19,0.47,2026-09-10,N,N,1789207668,0P0000X1GN.L
B6QC0Z6,09QT,Jupiter Japan Income (Class I),25.0,1,0,Jupiter Japan Income (Class I),"The Fund objective is to provide income together with the prospect of capital growth in order to provide a return, net of fees, higher than that provided by the TOPIX Index over the long term (at least five years).",Japan Income (Class I),55,Jupiter,113,Japan,Income,Jupiter Japan Income (Class I) (Inc),0.0,0.98,0.0,0.98,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,43,0,0,N,0.0,0.98,0.98,N/a,Daily,,100.0,1.86,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a32cafe7-13ca-460f-988d-5048bfcf16ec&user=hl_website_documents,0.0,1.86,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,1116.7,,0.23,4,2026-09-10 06:01:36,0000-00-00,6.93,19.64,25.95,61.26,49.46,,25.95,15.5,10.86,5.74,-12.35,,,,,,,,,,,,0.98,1,0,1,1,1,2005-09-15 00:00:00,,162.42000000000002,162.42000000000002,0.76,0.47,2026-09-10,N,N,1789207670,0P0000X1GM.L
B1XG960,A3D0,Jupiter Merian Asia Pacific (Class I),25.0,1,0,Jupiter Merian Asia Pacific (Class I),"To seek to achieve capital growth by delivering a return, net of fees, greater than that of the MSCI AC Asia Pacific ex-Japan Index with net dividends reinvested over rolling 3 year periods.",Merian Asia Pacific (Class I),55,Jupiter,121,Asia Pacific Ex Japan,Accumulation,Jupiter Merian Asia Pacific (Class I) (Acc),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,,0,Annually,Dividend,0,94,0.0,0.0,12:00,,0,0.0,0.0,1.05,GBP,274,0,0,N,0.0,1.0,1.0,N/a,Daily,,100.0,1.46,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=d4929718-3a45-425f-b270-e0b4b66f7915&user=hl_website_documents,0.0,1.46,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,743.6,,0.25,4,2026-09-10 06:01:37,0000-00-00,3.56,22.79,38.22,92.95,82.84,,38.22,23.08,13.42,-1.42,-3.88,,,,,,,,,,,,1.0,0,1,1,1,1,1994-09-14 00:00:00,,536.4499999999999,536.4499999999999,-3.3,-0.61,2026-09-10,N,N,1789207673,0P0000W48F.L
B1XG982,A3G4,Jupiter Merian Global Equity (Class I),25.0,1,0,Jupiter Merian Global Equity (Class I),"To seek to achieve capital growth by delivering a return, net of fees, greater than that of the MSCI World Index with net dividends reinvested over rolling 3 year periods.",Merian Global Equity (Class I),55,Jupiter,109,Global,Accumulation,Jupiter Merian Global Equity (Class I) (Acc),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,,0,Annually,Dividend,0,94,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,405,0,0,N,0.0,1.0,1.0,N/a,Daily,,100.0,0.44,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=ac28bdbf-8473-4732-9b29-1bfcf44799c4&user=hl_website_documents,0.0,0.44,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,747.6,,0.25,4,2026-09-10 06:01:37,0000-00-00,4.61,15.19,22.92,78.6,93.0,,22.92,24.31,16.88,6.44,1.53,,,,,,,,,,,,1.0,0,1,1,1,1,1998-07-15 00:00:00,,719.6500000000001,719.6500000000001,-3.4,-0.47,2026-09-10,N,N,1789207675,0P0000W48S.L
BLP5S80,FQD5,Jupiter Merian Global Equity Absolute Ret (I GBP),25.0,1,0,Jupiter Global Equity Absolute Return (I GBP),"The objective of the fund is capital growth, while closely controlling risk. The Fund also aims to deliver an absolute return (above zero performance, irrespective of market conditions) over rolling 12 month periods",Global Equity Absolute Return (I GBP),55,Jupiter,136,Targeted Absolute Return,Accumulation,Jupiter Merian Global Equity Absolute Ret (I GBP) (Acc),0.0,0.8,0.0,0.8,0.0,0.0,0.0,0,,0,N/a,No income,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,USD,1397,1,0,,0.0,0.8,0.8,N/a,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=4564b850-f77d-427f-b54f-4c5309bfe973&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,11375.9,,0.05,3,2026-09-10 06:01:54,0000-00-00,3.85,8.28,12.36,42.29,71.6,,12.36,14.17,10.92,9.81,9.83,,,,,,,,,,,,0.8,0,0,1,1,1,2009-06-30 00:00:00,,275.3,275.3,0.77,0.28,2026-09-10,N,N,1789207677,0P0001339G.L
BYM83B1,MK0J,Jupiter Merian Global Equity Income (I GBP),25.0,1,0,Jupiter Merian Global Equity Income (I GBP),The investment objective of the Merian Global Equity Income Fund (IRL) is to seek to achieve a total return through a combination of income and capital growth.,Merian Global Equity Income (I GBP),55,Jupiter,139,Global Equity Income,Accumulation,Jupiter Merian Global Equity Income (I GBP) (Acc),0.0,0.95,0.0,0.95,0.0,0.0,0.0,0,,0,Monthly,Dividend,0,6,0.0,0.0,12:00,,0,0.0,0.0,10.0,USD,321,1,0,,0.0,0.95,0.95,N/a,Daily,,100.0,1.95,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=c1f5a5ad-2798-4715-ae72-fbaabf00d39b&user=hl_website_documents,0.0,1.95,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,52.6,,0.2,4,2026-09-10 06:02:05,0000-00-00,5.36,17.82,28.13,83.12,90.5,,28.13,22.59,16.58,4.24,-0.2,,,,,,,,,,,,0.95,0,0,1,1,1,2015-07-31 00:00:00,,4098.12,4098.12,-20.41,-0.5,2026-09-10,N,N,1789207679,0P00016I3N.L
BYM83J9,MK0K,Jupiter Merian Global Equity Income (I GBP),25.0,1,0,Jupiter Merian Global Equity Income (I GBP),The investment objective of the Merian Global Equity Income Fund (IRL) is to seek to achieve a total return through a combination of income and capital growth.,Merian Global Equity Income (I GBP),55,Jupiter,139,Global Equity Income,Income,Jupiter Merian Global Equity Income (I GBP) (Inc),0.0,0.95,0.0,0.95,0.0,0.0,0.0,0,,0,Monthly,Dividend,0,6,0.0,0.0,12:00,,0,0.0,0.0,10.0,USD,321,1,0,,0.0,0.95,0.95,N/a,Daily,,100.0,1.95,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a6a2fb6c-0a6d-4402-be7e-06638471a396&user=hl_website_documents,0.0,1.95,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,52.6,,0.2,4,2026-09-10 06:02:05,0000-00-00,6.01,18.55,28.95,83.78,91.02,,28.95,22.59,16.26,4.14,-0.19,,,,,,,,,,,,0.95,0,0,1,1,1,2015-07-31 00:00:00,,3060.61,3060.61,-15.26,-0.5,2026-09-10,N,N,1789207681,0P00016I3O.L
B1XG9G0,A3H6,Jupiter Merian North American Equity (Class I),25.0,1,0,Jupiter Merian North American Equity (Class I),"The objective of the Fund is to seek to achieve long term capital growth through the active management of a diversified portfolio invested primarily in North American stock markets. It is not proposed to concentrate investments in any one industry or sector. In seeking to achieve its investment objective, the fund aims to deliver a return, net of fees, greater than that of the MSCI North America Index with net dividends re-invested over rolling 3 year periods.",Merian North American Equity (Class I),55,Jupiter,110,North America,Accumulation,Jupiter Merian North American Equity (Class I) (Acc),0.0,0.95,0.0,0.95,0.0,0.0,0.0,0,,0,Annually,Dividend,0,94,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,226,0,0,N,0.0,0.95,0.95,N/a,Daily,,100.0,0.12,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=6f1e2283-2652-494b-9068-40e32c9aafb2&user=hl_website_documents,0.0,0.12,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,2935.8,,0.2,5,2026-09-10 06:01:37,0000-00-00,5.13,17.14,24.68,72.4,89.92,,24.68,20.41,14.83,3.21,6.73,,,,,,,,,,,,0.95,0,1,1,1,1,1985-04-06 00:00:00,,849.56,849.56,-5.99,-0.7,2026-09-10,N,N,1789207683,0P0000W48V.L
BMWRV76,STXH,Jupiter Merian North American Equity (Class I),25.0,1,0,Jupiter Merian North American Equity (Class I),"The objective of the Fund is to seek to achieve long term capital growth through the active management of a diversified portfolio invested primarily in North American stock markets. It is not proposed to concentrate investments in any one industry or sector. In seeking to achieve its investment objective, the fund aims to deliver a return, net of fees, greater than that of the MSCI North America Index with net dividends re-invested over rolling 3 year periods.",Merian North American Equity (Class I),55,Jupiter,110,North America,Income,Jupiter Merian North American Equity (Class I) (Inc),0.0,0.95,0.0,0.95,0.0,0.0,0.0,0,,0,Annually,Dividend,0,0,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,215,0,0,,0.0,0.95,0.95,N/a,Daily,,100.0,0.13,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=1b815342-333c-480d-8162-39d1e3e61b6f&user=hl_website_documents,0.0,0.13,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,2904.4,,0.0,5,2026-09-10 06:02:21,0000-00-00,5.14,17.14,24.69,72.4,,,24.69,20.41,14.83,,,,,,,,,,,,,,0.95,0,1,1,1,1,1985-04-06 00:00:00,N,182.86,182.86,-1.29,-0.7,2026-09-10,N,N,1789207685,0P0001QHT3.L
B3X5X81,09PX,Jupiter Merlin Balanced Portfolio (Class I),25.0,1,0,Jupiter Merlin Balanced Portfolio (Class I),"To provide a return, through a combination of capital growth and income, net of fees, over the long-term (at least five years).",Merlin Balanced Portfolio (Class I),55,Jupiter,107,Mixed Investment 40-85% Shares,Income,Jupiter Merlin Balanced Portfolio (Class I) (Inc),0.0,1.46,0.0,1.46,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,16,0,0,N,0.0,1.46,1.46,N/a,Daily,,100.0,2.25,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=f80b88cb-3ed7-46bc-a80d-b41b801f2da3&user=hl_website_documents,0.0,2.25,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,2177.9,,0.71,5,2026-09-10 06:01:36,0000-00-00,6.06,12.75,22.17,52.04,56.15,,22.17,15.05,8.17,2.39,0.3,,,,,,,,,,,,1.46,1,0,1,1,1,2002-10-07 00:00:00,,221.1,221.1,-0.35,-0.16,2026-09-09,N,N,1789207688,0P0000U20V.L
B4351D9,09PW,Jupiter Merlin Balanced Portfolio (Class I),25.0,1,0,Jupiter Merlin Balanced Portfolio (Class I),"To provide a return, through a combination of capital growth and income, net of fees, over the long-term (at least five years).",Merlin Balanced Portfolio (Class I),55,Jupiter,107,Mixed Investment 40-85% Shares,Accumulation,Jupiter Merlin Balanced Portfolio (Class I) (Acc),0.0,1.46,0.0,1.46,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,16,0,0,N,0.0,1.46,1.46,N/a,Daily,,100.0,2.25,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=bfb68e67-f878-4399-844a-c313712d3b69&user=hl_website_documents,0.0,2.25,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,2177.9,,0.71,5,2026-09-10 06:01:36,0000-00-00,6.11,12.74,22.16,52.02,56.12,,22.16,15.03,8.18,2.39,0.3,,,,,,,,,,,,1.46,1,0,1,1,1,2002-10-07 00:00:00,,384.36,384.36,-0.59,-0.15,2026-09-09,N,N,1789207690,0P0000U20S.L
B8GDLS3,G3CI,Jupiter Merlin Conservative Select (Class I),25.0,1,0,Jupiter Merlin Conservative Select (Class I),"To provide a return, through a combination of capital growth and income, net of fees, over the long-term (at least five years).",Merlin Conservative Select (Class I),55,Jupiter,137,Mixed Investment 0-35% Shares,Accumulation,Jupiter Merlin Conservative Select (Class I) (Acc),0.0,0.8,0.0,0.8,0.0,0.0,0.0,0,,0,Quarterly,Interest,0,104,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,14,0,0,N,0.0,0.8,0.8,N/a,Daily,,100.0,2.9,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=de0e10ec-c35b-447a-a729-592d368f8784&user=hl_website_documents,0.0,2.9,3.86,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,189.7,,0.3,3,2026-09-10 06:01:55,0000-00-00,1.71,4.17,8.38,30.42,18.5,,8.38,9.36,10.03,1.21,-10.23,,,,,,,,,,,,0.8,1,0,1,1,1,2012-09-28 00:00:00,,91.41,91.41,-0.69,-0.75,2026-09-09,N,N,1789207692,0P0000X3SO.L
